x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,9.0,14.0,9.0,9.0,13.0,12.0,14.0,6.0,13.0
19.0,23.0,24.0,23.0,21.0,26.0,21.0,22.0,17.0,22.0
27.0,35.0,34.0,32.0,30.0,31.0,26.0,31.0,30.0,33.0
32.0,47.0,43.0,46.0,51.0,48.0,37.0,41.0,42.0,43.0
45.0,59.0,49.0,55.0,59.0,61.0,47.0,51.0,48.0,51.0
56.0,71.0,55.0,63.0,68.0,72.0,57.0,65.0,62.0,60.0
68.0,77.0,67.0,69.0,87.0,83.0,72.0,79.0,70.0,71.0
85.0,88.0,77.0,77.0,95.0,94.0,81.0,90.0,81.0,85.0
94.0,97.0,94.0,85.0,106.0,110.0,96.0,103.0,90.0,93.0
104.0,110.0,98.0,95.0,114.0,119.0,112.0,113.0,103.0,102.0
113.0,122.0,108.0,114.0,132.0,127.0,125.0,119.0,112.0,109.0
125.0,132.0,119.0,120.0,141.0,138.0,137.0,128.0,118.0,122.0
134.0,143.0,125.0,128.0,146.0,150.0,144.0,137.0,130.0,136.0
146.0,151.0,134.0,141.0,153.0,168.0,157.0,147.0,144.0,143.0
159.0,172.0,145.0,157.0,162.0,179.0,174.0,160.0,151.0,154.0
167.0,180.0,155.0,167.0,171.0,189.0,188.0,173.0,160.0,165.0
181.0,190.0,166.0,179.0,182.0,203.0,203.0,183.0,168.0,175.0
194.0,207.0,176.0,189.0,191.0,216.0,217.0,202.0,173.0,192.0
199.0,223.0,193.0,204.0,202.0,228.0,230.0,215.0,191.0,209.0
206.0,241.0,201.0,220.0,209.0,244.0,246.0,225.0,206.0,225.0
219.0,258.0,214.0,229.0,220.0,259.0,261.0,240.0,222.0,240.0
236.0,269.0,228.0,241.0,232.0,267.0,271.0,252.0,234.0,256.0
248.0,282.0,244.0,251.0,240.0,287.0,285.0,268.0,242.0,270.0
257.0,292.0,259.0,260.0,252.0,300.0,298.0,275.0,254.0,280.0
269.0,309.0,268.0,278.0,265.0,319.0,317.0,289.0,272.0,293.0
288.0,324.0,284.0,287.0,281.0,329.0,330.0,299.0,286.0,300.0
301.0,335.0,293.0,301.0,293.0,340.0,339.0,309.0,296.0,318.0
314.0,351.0,315.0,321.0,306.0,352.0,348.0,330.0,315.0,329.0
338.0,372.0,331.0,341.0,325.0,369.0,370.0,341.0,329.0,347.0
348.0,396.0,345.0,357.0,339.0,383.0,389.0,355.0,355.0,363.0
363.0,413.0,362.0,370.0,353.0,398.0,408.0,371.0,372.0,378.0
382.0,435.0,390.0,389.0,371.0,411.0,426.0,382.0,389.0,401.0
399.0,462.0,407.0,407.0,387.0,427.0,448.0,398.0,406.0,425.0
414.0,487.0,420.0,419.0,404.0,444.0,465.0,414.0,419.0,445.0
422.0,520.0,433.0,431.0,426.0,462.0,489.0,433.0,443.0,459.0
436.0,544.0,446.0,456.0,446.0,481.0,513.0,440.0,464.0,481.0
453.0,571.0,466.0,478.0,460.0,503.0,534.0,458.0,494.0,494.0
468.0,593.0,488.0,497.0,482.0,521.0,547.0,471.0,513.0,517.0
